페이지,테마,일본어 단어,요미가나,단어 뜻,단어[요미가나],참고
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],借りる,かりる,빌리다,借りる[かりる],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],借金,しゃっきん,빚,借金[しゃっきん],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],貸し出し,かしだし,대출,貸し出し[かしだし],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],貸す,かす,빌려 주다,貸す[かす],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],右折,うせつ,우회전,右折[うせつ],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],折る,おる,접다,折る[おる],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],曲線,きょくせん,곡선,曲線[きょくせん],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],曲げる,まげる,굽히다,曲げる[まげる],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],学習,がくしゅう,학습,学習[がくしゅう],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],復習,ふくしゅう,복습,復習[ふくしゅう],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],見学,けんがく,견학,見学[けんがく],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],復学,ふくがく,복학,復学[ふくがく],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],夕方,ゆうがた,석간,夕方[ゆうがた],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],夕飯,ゆうはん,저녁밥,夕飯[ゆうはん],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],深夜,しんや,심야,深夜[しんや],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],徹夜,てつや,철야,徹夜[てつや],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],後悔,こうかい,후회,後悔[こうかい],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],最後,さいご,최후,最後[さいご],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],最終,さいしゅう,최종,最終[さいしゅう],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],終了,しゅうりょう,종료,終了[しゅうりょう],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],家庭,かてい,가정,家庭[かてい],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],庭,にわ,정원,庭[にわ],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],遊園地,ゆうえんち,유원지,遊園地[ゆうえんち],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],幼稚園,ようちえん,유치원,幼稚園[ようちえん],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],屋上,おくじょう,옥상,屋上[おくじょう],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],部屋,へや,방,部屋[へや],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],教室,きょうしつ,교실,教室[きょうしつ],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],室内,しつない,실내,室内[しつない],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],日焼け,ひやけ,볕에 탐,日焼け[ひやけ],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],焼く,やく,굽다,焼く[やく],
JLPT_N3_암기장::19p,[의미가 같거나 비슷한 한자를 포함하는 단어],燃料,ねんりょう,연료,燃料[ねんりょう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],燃やす,もやす,태우다,燃やす[もやす],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],中止,ちゅうし,중지,中止[ちゅうし],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],止まる,とまる,멈추다,止まる[とまる],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],停車,ていしゃ,정차,停車[ていしゃ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],停電,ていでん,정전,停電[ていでん],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],阻止,そし,저지,阻止[そし],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],阻む,はばむ,저지하다,阻む[はばむ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],禁煙,きんえん,금연,禁煙[きんえん],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],禁止,きんし,금지,禁止[きんし],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],防ぐ,ふせぐ,막다,防ぐ[ふせぐ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],予防,よぼう,예방,予防[よぼう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],葉,は,잎,葉[は],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],紅葉,こうよう,단풍,紅葉[こうよう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],根拠,こんきょ,근거,根拠[こんきょ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],根,ね,뿌리,根[ね],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],種類,しゅるい,종류,種類[しゅるい],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],種,たね,씨,種[たね],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],払い戻す,はらいもどす,환불하다,払い戻す[はらいもどす],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],戻す,もどす,되돌리다,戻す[もどす],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],回収,かいしゅう,회수,回収[かいしゅう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],回す,まわす,돌리다,回す[まわす],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],帰る,かえる,돌아가다,帰る[かえる],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],帰宅,きたく,귀가,帰宅[きたく],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],引退,いんたい,은퇴,引退[いんたい],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],早退,そうたい,조퇴,早退[そうたい],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],開放,かいほう,개방,開放[かいほう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],放す,はなす,놓다,放す[はなす],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],距離,きょり,거리,距離[きょり],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],離れる,はなれる,떨어지다,離れる[はなれる],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],特別,とくべつ,특별,特別[とくべつ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],別れる,わかれる,헤어지다,別れる[わかれる],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],池,いけ,연못,池[いけ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],電池,でんち,전지,電池[でんち],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],電波,でんぱ,전파,電波[でんぱ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],波,なみ,파도,波[なみ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],泉,いずみ,샘,泉[いずみ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],温泉,おんせん,온천,温泉[おんせん],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],確保,かくほ,확보,確保[かくほ],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],保存,ほぞん,보존,保存[ほぞん],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],守る,まもる,지키다,守る[まもる],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],留守,るす,부재중,留守[るす],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],拡充,かくじゅう,확충,拡充[かくじゅう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],拡張,かくちょう,확장,拡張[かくちょう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],主張,しゅちょう,주장,主張[しゅちょう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],出張,しゅっちょう,출장,出張[しゅっちょう],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],降りる,おりる,(탈것에서) 내리다,降りる[おりる],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],降る,ふる,"(눈, 비 등이) 내리다",降る[ふる],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],落ちる,おちる,떨어지다,落ちる[おちる],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],落下,らっか,낙하,落下[らっか],
JLPT_N3_암기장::20p,[의미가 같거나 비슷한 한자를 포함하는 단어],当たる,あたる,맞다,当たる[あたる],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],当選,とうせん,당선,当選[とうせん],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],打ち合わせ,うちあわせ,협의,打ち合わせ[うちあわせ],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],打つ,うつ,치다,打つ[うつ],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],金額,きんがく,금액,金額[きんがく],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],現金,げんきん,현금,現金[げんきん],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],銀色,ぎんいろ,은색,銀色[ぎんいろ],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],銀行,ぎんこう,은행,銀行[ぎんこう],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],必ず,かならず,반드시,必ず[かならず],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],必要,ひつよう,필요,必要[ひつよう],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],確実だ,かくじつだ,확실하다,確実だ[かくじつだ],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],確認,かくにん,확인,確認[かくにん],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],信じる,しんじる,믿다,信じる[しんじる],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],信用,しんよう,신용,信用[しんよう],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],頼み,たのみ,부탁,頼み[たのみ],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],頼る,たよる,의지하다,頼る[たよる],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],育てる,そだてる,키우다,育てる[そだてる],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],体育,たいいく,체육,体育[たいいく],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],教える,おしえる,가르치다,教える[おしえる],
JLPT_N3_암기장::21p,[의미가 같거나 비슷한 한자를 포함하는 단어],教育,きょういく,교육,教育[きょういく],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],合図,あいず,"신호, 손짓,",合図[あいず],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],汗,あせ,땀,汗[あせ],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],印象,いんしょう,인상,印象[いんしょう],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],うわさ,うわさ,소문,うわさ[うわさ],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],栄養,えいよう,영양,栄養[えいよう],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],演奏,えんそう,연주,演奏[えんそう],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],お祝い,おいわい,축하,お祝い[おいわい],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],応援,おうえん,응원,応援[おうえん],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],香り,かおり,향기,香り[かおり],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],学費,がくひ,학비,学費[がくひ],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],片方,かたほう,한쪽,片方[かたほう],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],我慢,がまん,"참음, 견딤",我慢[がまん],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],柄,がら,무늬,柄[がら],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],間隔,かんかく,간격,間隔[かんかく],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],観察,かんさつ,관찰,観察[かんさつ],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],乾燥,かんそう,건조,乾燥[かんそう],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],感動,かんどう,감동,感動[かんどう],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],傷,きず,상처,傷[きず],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],期待,きたい,기대,期待[きたい],
JLPT_N3_암기장::21p,[문맥 규정에 자주 출제되는 명사],行儀,ぎょうぎ,"예의, 예절",行儀[ぎょうぎ],
